1138;The Fugitive ;953;165;2153;273;130;1993;Action|Adventure|Crime|Drama|Mystery|Thriller;7.8;119;PG-13;English;USA;hospital|on the run|one armed man|surgeon|u.s. marshal;http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1
1139;The Bounty Hunter ;1200;275;1053;1540;110;2010;Action|Comedy|Romance;5.5;161;PG-13;English;USA;bounty hunter|death|murder|police officer|reporter;http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1
1140;Sleepers ;1194;696;143;1316;147;1996;Crime|Drama|Thriller;7.5;73;R;English;USA;boy|guard|kicked in the crotch|prank|sexual abuse;http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1
1141;Rambo: First Blood Part II ;2145;713;2154;2155;96;1985;Action|Adventure|Thriller|War;6.4;96;R;English;USA;1980s|mission|prison|rambo|vietnam;http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1
1142;The Juror ;2156;14;562;884;118;1996;Drama|Thriller;5.6;28;R;English;USA;breasts|mafia|sex scene|temple|woods;http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1
1143;Pinocchio ;2160;2157;2158;2159;88;1940;Animation|Family|Fantasy|Musical;7.5;105;Approved;English;USA;boy|conscience|fairy|jiminy cricket|pinocchio;http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1
1144;Heaven's Gate ;2162;121;2144;2161;325;1980;Adventure|Drama|Western;6.8;102;R;English;USA;1890s|hired gun|immigrant|johnson county war|sheriff;http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1
1145;Underworld: Evolution ;654;117;504;794;102;2006;Action|Adventure|Fantasy|Sci-Fi|Thriller;6.8;206;R;English;USA;death|feud|forbidden love|vampire|werewolf;http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1
1146;Victor Frankenstein ;2164;36;1675;2163;110;2015;Drama|Horror|Sci-Fi|Thriller;6.0;159;PG-13;English;USA;assistant|experiment|frankenstein|medical student|scientist;http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1
1147;Finding Forrester ;2167;939;2165;2166;136;2000;Drama;7.3;137;PG-13;English;USA;basketball|mentor|new york|school|writing;http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1
1148;28 Days ;1249;108;1089;1464;103;2000;Comedy|Drama;6.0;116;PG-13;English;USA;12 step program|box office hit|car accident|vomiting|wedding;http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1
1149;Unleashed ;466;201;213;935;103;2005;Action|Crime|Drama|Thriller;7.0;177;R;English;France;collar|dog|fight|fighting|piano;http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1
1150;The Sweetest Thing ;2171;2168;2169;2170;90;2002;Comedy|Romance;5.1;99;R;English;USA;female removes her clothes|roommate|voyeur|voyeurism|wedding;http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1
1151;The Firm ;871;223;815;2172;154;1993;Drama|Mystery|Thriller;6.8;56;R;English;USA;bar|fbi|law|law firm|lawyer;http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1
1152;Charlie St. Cloud ;2176;2173;2174;2175;99;2010;Drama|Fantasy|Romance;6.5;117;PG-13;English;USA;brother brother relationship|death of brother|ghost|seeing dead people|talking with the dead;http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1
1153;The Mechanic ;714;138;429;618;93;2011;Action|Crime|Thriller;6.6;252;R;English;USA;apprentice|disobeying orders|gas station|hitman|nightclub;http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1
1154;21 Jump Street ;830;192;2177;1664;109;2012;Action|Comedy|Crime;7.2;375;R;English;USA;narcotics|parody|police|remake|undercover cop;http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1
1155;Notting Hill ;2074;617;2178;2179;124;1999;Comedy|Drama|Romance;7.0;150;PG-13;English;UK;actress|bookstore|friend|kiss|love;http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1
1156;Chicken Run ;1753;946;1755;2180;84;2000;Adventure|Animation|Comedy|Drama|Family;7.0;187;G;English;UK;chicken|escape|farm|freedom|rooster;http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1
1157;Along Came Polly ;2182;296;2181;931;90;2004;Comedy|Romance;5.9;108;PG-13;English;USA;bride|friend|honeymoon|insurance|insurance company;http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1
1158;Boomerang ;2184;1453;709;2183;117;1992;Comedy|Drama|Romance;5.4;21;R;English;USA;advertising|battle of the sexes|dating|one word title|womanizer;http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1
1159;The Heat ;414;989;2185;2096;123;2013;Action|Comedy|Crime;6.6;270;R;English;USA;drug lord|fbi|fbi agent|hospital|shot in the crotch;http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1
1160;Cleopatra ;2188;1241;2186;2187;251;1963;Biography|Drama|History|Romance;7.0;72;Approved;English;UK;cleopatra|egypt|epic|queen|roman empire;http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1
1161;Here Comes the Boom ;657;211;2189;2190;105;2012;Action|Comedy|Sport;6.5;154;PG;English;USA;claim in title|high school|mixed martial arts|ultimate fighting championship|underdog;http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1
1162;High Crimes ;1919;201;623;527;115;2002;Crime|Drama|Mystery|Thriller;6.3;114;PG-13;English;USA;defense lawyer|lawyer|marine|murder|villager;http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1
1163;The Mirror Has Two Faces ;2192;121;1129;2191;122;1996;Comedy|Drama|Romance;6.5;27;PG-13;English;USA;columbia university|lecture|marriage|professor|sex;http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1
1164;The Mothman Prophecies ;2194;931;416;2193;119;2002;Drama|Horror|Mystery|Thriller;6.5;166;PG-13;English;USA;car accident|death of wife|mothman|point pleasant west virginia|urban legend;http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1
1165;Brüno ;1397;2195;791;2196;81;2009;Comedy;5.8;288;R;English;USA;austrian|fame|fashion|gay lead character|mockumentary;http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1
1166;Licence to Kill ;2199;2197;1313;2198;133;1989;Action|Adventure|Thriller;6.6;117;PG-13;English;UK;drug cartel|drug lord|james bond 007|personal vendetta|vengeance;http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1
1167;Red Riding Hood ;2200;190;1506;1031;100;2011;Fantasy|Horror|Mystery|Thriller;5.4;291;PG-13;English;USA;death|forest|love|werewolf|werewolf bite;http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1
1168;15 Minutes ;2201;696;331;105;120;2001;Action|Crime|Drama|Thriller;6.1;151;R;English;USA;criminal|detective|fire|homicide|media;http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1
1169;Super Mario Bros. ;2203;935;2202;330;104;1993;Adventure|Comedy|Family|Fantasy|Sci-Fi;4.0;36;PG;English;UK;based on video game|dinosaur|king|mario|plumber;http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1
1170;Lord of War ;1948;299;2204;2205;122;2005;Crime|Drama|Thriller;7.6;168;R;English;USA;1980s|arms dealer|immorality|ukrainian|warlord;http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1
1171;Hero ;773;213;2206;2207;80;2002;Action|Adventure|History;7.9;283;PG-13;Mandarin;China;china|flying|king|palace|sword;http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1
1172;One for the Money ;2209;2202;2208;1486;91;2012;Action|Comedy|Crime|Romance|Thriller;5.3;127;PG-13;English;USA;bail bond|bounty hunter|jeans|shot in the butt|title directed by female;http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1
1173;The Interview ;2212;24;2210;2211;112;2014;Comedy;6.6;293;R;English;USA;assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off;http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1
1174;The Warrior's Way ;2215;1822;2213;2214;100;2010;Action|Fantasy|Western;6.3;95;R;English;New Zealand;bullet time|explosion|knife throwing|throwing a knife|violence;http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1
1175;McHale's Navy ;18;1261;2216;2217;30;;Comedy|War;7.5;4;TV-G;English;USA;american soldier|naval uniform|navy|patrol boat|uniform;http://www.imdb.com/title/tt0055689/?ref_=fn_tt_tt_1
1176;Micmacs ;1550;95;2218;1773;105;2009;Action|Comedy|Crime;7.2;213;R;French;France;bullet|contortionist|gag humor|human cannonball|revenge;http://www.imdb.com/title/tt1149361/?ref_=fn_tt_tt_1
1177;8 Mile ;1801;622;300;2219;110;2002;Drama|Music;7.0;119;R;English;USA;competition|contest|friend|self expression|white rapper;http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1
1178;Animal Kingdom: Let's go Ape ;2220;2220;2221;2222;101;2015;Adventure|Animation|Comedy|Family;4.9;9;;French;France;ape|computer animation|evolution|first person title|reference to louis de funes;http://www.imdb.com/title/tt1220911/?ref_=fn_tt_tt_1
1179;A Knight's Tale ;1851;200;727;2223;144;2001;Action|Adventure|Romance;6.9;167;PG-13;English;USA;chaucer|jousting|knight|medieval times|tournament;http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1
1180;The Medallion ;2227;2224;2225;2226;108;2003;Action|Comedy|Fantasy;5.2;98;PG-13;English;Hong Kong;hong kong|interpol|medallion|ship|tough cop;http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1
1181;The Sixth Sense ;389;415;859;799;107;1999;Drama|Mystery|Thriller;8.1;234;PG-13;English;USA;able to see the dead|ghost|plot twist|psychic|surprise ending;http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1
1182;Man on a Ledge ;2230;2109;2228;2229;102;2012;Action|Crime|Thriller;6.6;258;PG-13;English;USA;detective|diamond|hotel|police|rooftop;http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1
1183;The Big Year ;1471;2093;1230;2231;100;2011;Comedy;6.2;108;PG;English;USA;alaska|birding|competition|migration|storm;http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1
1184;The Karate Kid ;2234;2155;2232;2233;126;1984;Action|Drama|Family|Sport;7.2;81;PG;English;USA;apartment|bully|fight|karate|master;http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1
1185;American Hustle ;1546;145;13;282;138;2013;Crime|Drama;7.3;538;R;English;USA;based on true story|con artist|drunk wife|fbi investigation|scam;http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1
1186;The Proposal ;2235;128;1571;816;108;2009;Comedy|Drama|Romance;6.7;224;PG-13;English;USA;alaska|deportation|father son relationship|male objectification|sitka alaska;http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1
1187;Double Jeopardy ;2238;147;2236;2237;105;1999;Crime|Mystery|Thriller;6.4;129;R;English;USA;blood|murder|sex scene|wrongful arrest|wrongful conviction;http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1
1188;Back to the Future Part II ;191;1409;2239;2240;108;1989;Adventure|Comedy|Sci-Fi;7.8;125;PG;English;USA;alternate timeline|same actor playing two characters simultaneously on screen|second part|year 2015|younger version of character;http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1
1189;Lucy ;784;33;201;1888;89;2014;Action|Sci-Fi|Thriller;6.4;433;R;English;France;brain capacity|drugs|fictional drug|one woman army|tough girl;http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1
1190;Fifty Shades of Grey ;2241;570;2051;312;129;2015;Drama|Romance;4.1;362;R;English;USA;female frontal nudity|female nudity|perversion|sex scene|spanking;http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1
1191;Spy Kids 3-D: Game Over ;1797;713;211;2114;84;2003;Action|Adventure|Comedy|Family|Sci-Fi;4.1;93;PG;English;USA;mission|spy|surfing|trapped|virtual reality;http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1
1192;A Time to Kill ;544;43;285;184;149;1996;Crime|Drama|Thriller;7.4;71;R;English;USA;african american|court|law|mississippi|trial;http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1
1193;Cheaper by the Dozen ;344;1497;1498;1833;94;2003;Comedy|Family;5.8;104;PG;English;USA;9 year old|house|illinois|new job|vomiting;http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1
1194;Lone Survivor ;92;2242;2243;2244;121;2013;Action|Biography|Drama|Thriller|War;7.6;319;R;English;USA;courage|navy seal|outnumbered|shot multiple times|survival;http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1
1195;A League of Their Own ;2030;132;2245;2246;128;1992;Comedy|Drama|Sport;7.2;41;PG;English;USA;baseball|friend|oregon|rivalry|softball;http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1
1196;The Conjuring 2 ;141;2247;1424;217;134;2016;Horror|Mystery|Thriller;7.8;300;R;English;USA;based on supposedly true story|house|paranormal investigating|psychic|second part;http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1
1197;The Social Network ;294;70;2248;2249;120;2010;Biography|Drama;7.7;556;PG-13;English;USA;competitiveness|creator|entrepreneur|facebook|intellectual property;http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1
1198;He's Just Not That Into You ;2253;2250;2251;2252;129;2009;Comedy|Drama|Romance;6.4;161;PG-13;English;USA;advertising|bar|dating|lingerie slip|six word title;http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1
1199;Scary Movie 4 ;2055;2254;1011;2052;89;2006;Comedy;5.1;151;PG-13;English;USA;female nudity|male nudity|parody|reference to myspace|sequel;http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1
1200;Scream 3 ;2257;2255;2256;645;116;2000;Horror|Mystery;5.5;212;R;English;USA;death|ghostface|murder|scream|survivor;http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1
1201;Back to the Future Part III ;191;1409;2239;2240;118;1990;Adventure|Comedy|Sci-Fi|Western;7.4;111;PG;English;USA;band|dog|letter|time machine|tombstone;http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1
1202;Get Hard ;2258;514;1559;816;107;2015;Comedy|Crime;6.0;173;R;English;USA;camera focus on female butt|gay bar|millionaire|singing in a car|two word title;http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1
1203;Bram Stoker's Dracula ;1784;250;326;190;155;1992;Fantasy|Horror|Romance;7.5;181;R;English;USA;dracula|horror movie remake|maze|monster sex|vampire;http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1
1204;Julie & Julia ;1378;927;1895;1962;123;2009;Biography|Drama|Romance;7.0;252;PG-13;English;USA;american|blog|book|cook|cooking;http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1
1205;42 ;1851;165;52;1268;128;2013;Biography|Drama|Sport;7.5;216;PG-13;English;USA;baseball|baseball player|brooklyn dodgers|major league baseball|racism;http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1
1206;The Talented Mr. Ripley ;1025;296;481;6;139;1999;Crime|Drama|Thriller;7.3;203;R;English;USA;1950s|italy|mistaken identity|nudity|sociopath;http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1
1207;Dumb and Dumber To ;1319;236;1469;1664;109;2014;Comedy;5.7;218;PG-13;English;USA;adoption|highway travel|road trip|sequel|stupidity;http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1
1208;Eight Below ;1853;139;147;2259;120;2006;Adventure|Drama|Family;7.3;118;PG;English;USA;antarctica|dog|siberian husky|sled dog|survival;http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1
1209;The Intern ;925;696;102;444;121;2015;Comedy|Drama;7.2;241;PG-13;English;USA;reference to ben affleck|reference to brad pitt|reference to george clooney|reference to jack nicholson|website;http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1
1210;Ride Along 2 ;554;1627;2260;896;102;2016;Action|Comedy;5.9;119;PG-13;English;USA;computer hacker|crime boss|detective|drugs|wedding;http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1
1211;The Last of the Mohicans ;658;2;2261;2262;117;1992;Action|Adventure|Drama|Romance|War;7.8;89;R;English;USA;18th century|based on novel|colonel|french and indian war|revenge;http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1
1212;Ray ;1419;1157;2263;53;178;2004;Biography|Drama|Music;7.7;209;PG-13;English;USA;1950s|1960s|racism|rhythm and blues|singer;http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1
1213;Sin City ;1434;417;2264;2265;147;2005;Crime|Thriller;8.1;374;R;English;USA;anthology|corruption|hearing characters thoughts|neo noir|night;http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1
1214;Vantage Point ;976;231;371;74;90;2008;Crime|Drama|Mystery|Thriller;6.6;235;PG-13;English;USA;explosion|multiple perspectives|president|secret service|shooting;http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1
1215;I Love You, Man;2182;23;99;2266;105;2009;Comedy|Romance;7.1;215;R;English;USA;bromance|friend|gay brother|homosexual subtext|wedding;http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1
1216;Shallow Hal ;1319;706;896;2267;114;2001;Comedy|Drama|Fantasy|Romance;5.9;109;PG-13;English;USA;dying|friend|inner beauty|love|self help guru;http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1
1217;JFK ;328;2268;2269;2270;206;1991;Drama|History|Thriller;8.0;125;R;English;France;death|gay slur|homosexuality|investigation|president;http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1
1218;Big Momma's House 2 ;1828;209;2271;2272;99;2006;Comedy|Crime;4.6;65;PG-13;English;USA;cheerleading|fbi|fbi agent|nanny|undercover;http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1
1219;The Mexican ;7;23;143;617;123;2001;Adventure|Comedy|Crime|Romance;6.1;125;R;English;USA;curse|hostage|mexico|pistol|vomiting;http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1
1220;Unbroken ;240;1383;1384;1385;137;2014;Biography|Drama|Sport|War;7.2;322;PG-13;English;USA;emaciation|male nudity|plane crash|prisoner of war|torture;http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1
1221;17 Again ;2176;2273;928;1839;102;2009;Comedy|Drama|Family|Fantasy|Romance;6.4;191;PG-13;English;USA;adult as child|father son relationship|high school student|janitor|school;http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1
1222;The Other Woman ;2276;467;2274;2275;109;2014;Comedy|Romance;6.0;191;PG-13;English;USA;beach house|blonde bombshell|cheating husband|revenge|wife meets mistress;http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1
1223;The Final Destination ;2101;2277;2278;2279;82;2009;Horror;5.2;221;R;English;USA;attempted suicide|car crash|collapsing scaffold|overflowing bathtub|tooth knocked out;http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1
1224;Bridge of Spies ;168;132;470;2046;142;2015;Drama|History|Thriller;7.6;459;PG-13;English;USA;cia|cold war|lawyer|negotiation|spy;http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1
1225;Behind Enemy Lines ;813;2280;1455;2281;106;2001;Action|Drama|Thriller|War;6.4;131;PG-13;English;USA;battle|massacre|navigator|navy|rescue;http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1
1226;Get Him to the Greek ;2285;2282;2283;2284;114;2010;Comedy|Music;6.4;222;R;English;USA;concert|drugs|recession|record company|rock star;http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1
1227;Shall We Dance ;675;491;2286;300;106;2004;Comedy|Drama|Romance;6.1;118;PG-13;English;USA;dance|dance competition|dance lesson|love|teacher;http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1
1228;Small Soldiers ;1100;25;831;1911;108;1998;Action|Adventure|Comedy|Family|Sci-Fi;6.1;100;PG-13;English;USA;action figure|battle|computer|military|toy;http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1
1229;Spawn ;2288;2287;789;1370;98;1997;Action|Horror;5.2;70;R;English;USA;based on comic|based on comic book|dark hero|image comics|superhero;http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1
1230;The Count of Monte Cristo ;230;39;123;745;131;2002;Action|Adventure|Drama|Romance|Thriller;7.7;138;PG-13;English;UK;count|escape|island|revenge|sailor;http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1
1231;The Lincoln Lawyer ;2048;285;2289;1226;118;2011;Crime|Drama|Thriller;7.3;274;R;English;USA;defense attorney|defense lawyer|lawyer|plot twist|prostitute;http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1
1232;Unknown ;1863;89;45;2290;113;2011;Action|Mystery|Thriller;6.9;349;PG-13;English;UK;agriculture|airport|amnesia|nurse|scientist;http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1
1233;The Prestige ;15;13;104;33;130;2006;Drama|Mystery|Sci-Fi|Thriller;8.5;341;PG-13;English;USA;illusion|magician|obsession|rivalry|secret;http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1
1234;Horrible Bosses 2 ;1671;43;8;2291;116;2014;Comedy|Crime;6.3;196;R;English;USA;kidnapping|reference to franz beckenbauer|scene during end credits|second part|singing in a car;http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1
1235;Escape from Planet Earth ;2294;214;2292;2293;89;2013;Adventure|Animation|Comedy|Family|Sci-Fi;5.9;83;PG;English;USA;alien|cult film|mission control|product placement|rescue;http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1
1236;Apocalypto ;1235;2295;2296;2297;139;2006;Action|Adventure|Drama|Thriller;7.8;283;R;Maya;USA;jaguar|mayan|solar eclipse|tribe|village;http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1
1237;The Living Daylights ;2199;614;458;378;130;1987;Action|Adventure|Thriller;6.7;105;PG;English;UK;british agent|defection|escape|kgb|soviet general;http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1
1238;Predators ;2299;2298;332;1879;107;2010;Action|Adventure|Sci-Fi|Thriller;6.4;351;R;English;USA;kicked in the face|martial arts|punched in the face|strong female character|woman punching a man;http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1
1239;Legal Eagles ;1042;336;2300;2301;116;1986;Comedy|Crime|Romance;5.9;16;PG;English;USA;judicial|judiciary|lawyer|murder|painting;http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1
1240;Secret Window ;1629;4;1730;1479;96;2004;Mystery|Thriller;6.6;195;PG-13;English;USA;adultery|extramarital affair|infidelity|unfaithfulness|writer;http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1
1241;The Lake House ;2303;250;1852;2302;99;2006;Drama|Fantasy|Romance;6.8;175;PG;English;USA;house|lake|letter|love across time|parallel time;http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1
1242;The Skeleton Key ;1625;2304;2305;2306;104;2005;Horror|Mystery|Thriller;6.5;193;PG-13;English;USA;attic|bound and gagged|hoodoo|secret|southern gothic;http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1
1243;The Odd Life of Timothy Green ;2307;321;1647;136;105;2012;Comedy|Drama|Family|Fantasy;6.6;169;PG;English;USA;dodgeball|portrait|soccer|soccer game|young love;http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1
1244;Made of Honor ;2310;2308;2309;860;101;2008;Comedy|Romance;5.8;128;PG-13;English;USA;friend|love|maid|maid of honor|marriage;http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1
1245;Jersey Boys ;1386;2311;2312;2313;134;2014;Biography|Drama|Music|Musical;6.9;249;R;English;USA;band|music group|musical quartet|singer|song;http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1
1246;The Rainmaker ;1784;481;910;1031;135;1997;Crime|Drama|Thriller;7.1;91;PG-13;English;USA;courtroom|domestic violence|insurance company|lawyer|underdog;http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1
1247;Gothika ;2113;32;1730;798;98;2003;Horror|Mystery|Thriller;5.8;207;R;English;USA;memory|murder|patient|psychiatrist|the devil;http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1
1248;Amistad ;168;326;201;285;155;1997;Drama|History;7.2;77;R;English;USA;courtroom|mutiny|ship|slave ship|slave trade;http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1
1249;Medicine Man ;538;2314;2315;2316;106;1992;Adventure|Drama|Romance;6.0;25;PG-13;English;USA;cancer|environment|gas chromatograph|jungle|nature;http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1
1250;Aliens vs. Predator: Requiem ;2320;2317;2318;2319;102;2007;Action|Horror|Sci-Fi|Thriller;4.7;211;R;English;USA;alien|escape|hunting|hybrid|predator;http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1
1251;Ri¢hie Ri¢h ;1575;2321;2322;2323;95;1994;Comedy|Family;5.2;19;PG;English;USA;attempted murder|based on comic book|escape from prison|lost at sea|wealth;http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1
1252;Autumn in New York ;1920;23;2317;1529;103;2000;Drama|Romance;5.5;101;PG-13;English;USA;may december romance|new york|new york city|rockefeller center|title directed by female;http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1
1253;Music and Lyrics ;1492;27;572;1470;95;2007;Comedy|Music|Romance;6.5;175;PG-13;English;USA;love|lyricist|singer|singing|song;http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1
1254;Paul ;2327;2324;2325;2326;109;2011;Adventure|Comedy|Sci-Fi;7.0;342;R;English;USA;alien|geek|nerd|road trip|ufo;http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1
1255;The Guilt Trip ;2235;1489;2328;2329;95;2012;Comedy|Drama;5.8;147;PG-13;English;USA;cross country|love|mother son relationship|on the road|trip;http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1
1256;Scream 4 ;2257;1559;2330;2331;111;2011;Horror|Mystery;6.2;420;R;English;USA;author|book|deputy|murder|sheriff;http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1
1257;8MM ;544;299;259;2332;123;1999;Mystery|Thriller;6.5;138;R;English;Germany;investigation|obsession|private eye|private investigator|snuff film;http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1
1258;The Doors ;328;745;1172;1371;140;1991;Biography|Drama|Music|Musical;7.2;82;R;English;USA;death|paris france|rock band|singer|the doors;http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1
1259;Sex Tape ;2334;1702;2210;2333;94;2014;Comedy;5.1;201;R;English;USA;sex in a car|sex video|sexual desire|sexuality|undressing;http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1
1260;Hanging Up ;2336;1179;449;2335;94;2000;Comedy|Drama;4.7;82;PG-13;English;Germany;actress|clown costume|magazine|party planner|soap opera actress;http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1
1261;Final Destination 5 ;1907;2337;2338;1387;92;2011;Horror;5.9;277;R;English;USA;blood splatter|death|eyeball run over by car|latex gloves|suspension bridge;http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1
1262;Mickey Blue Eyes ;2339;227;758;1340;102;1999;Comedy|Crime|Romance;5.8;90;PG-13;English;UK;auctioneer|fbi|mafia|mobster|painting;http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1
